WhiteElo,BlackElo,Result,Termination,Opening,ECO,TimeControl
1740,1488,1-0,Normal,"Ruy Lopez: Exchange Variation, Gligoric Variation",C69,240+4
1844,2010,1-0,Time forfeit,Modern Defense,B06,0+1
1549,1674,0-1,Normal,Bird Opening,A02,0+2
1540,1354,0-1,Normal,Nimzowitsch Defense: Williams Variation,B00,480+0
1993,1886,1-0,Normal,Owen Defense,B00,0+1
1361,1473,0-1,Normal,Latvian Gambit Accepted,C40,480+0
1870,2002,0-1,Normal,Queen's Pawn Game: Anglo-Slav Opening,A41,60+0
1429,1456,1-0,Normal,Van't Kruijs Opening,A00,420+0
1541,1682,0-1,Normal,Bird Opening,A02,0+2
1626,1851,0-1,Normal,Sicilian Defense,B20,300+0
1731,1621,1-0,Normal,Queen's Gambit Accepted: Saduleto Variation,D20,480+2
1480,1464,1-0,Normal,Sicilian Defense,B50,300+0
1867,1826,1-0,Normal,Pirc Defense #4,B07,0+1
1511,1487,1-0,Normal,King's Gambit,C30,300+0
1687,1751,0-1,Time forfeit,Owen Defense,B00,120+0
2009,1863,1-0,Time forfeit,French Defense: Knight Variation,C00,60+0
1817,1889,1-0,Time forfeit,Caro-Kann Defense,B10,0+1
1645,1689,0-1,Normal,English Defense #2,A40,0+2
1829,1860,1-0,Normal,Caro-Kann Defense: Breyer Variation,B10,0+1
1523,1710,0-1,Normal,"Scotch Game: Classical Variation, Intermezzo Variation",C45,480+0
1352,1481,0-1,Normal,Russian Game: Damiano Variation,C42,480+0
1817,2219,0-1,Time forfeit,Sicilian Defense: Four Knights Variation,B45,180+0
2017,1756,1-0,Time forfeit,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",B21,0+1
2066,1699,1-0,Normal,Mieses Opening,A00,0+2
1543,1599,0-1,Time forfeit,Sicilian Defense: Four Knights Variation,B45,180+1
2021,1751,1-0,Time forfeit,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",B21,0+1
1835,1840,0-1,Normal,French Defense #2,C00,0+1
2025,1697,1-0,Time forfeit,Owen Defense,B00,0+1
1329,1450,0-1,Normal,Philidor Defense #3,C41,420+8
1789,1719,0-1,Time forfeit,Ruy Lopez: Classical Variation,C64,900+0
1850,1814,0-1,Time forfeit,Hungarian Opening,A00,0+1
1747,2069,1-0,Normal,"English Opening: King's English Variation, Reversed Closed Sicilian",A25,60+1
1621,1419,0-1,Normal,King's Pawn Game: Wayward Queen Attack,C20,240+1
2029,1693,1-0,Time forfeit,Modern Defense,B06,0+1
1760,1693,1-0,Time forfeit,Nimzo-Larsen Attack: Symmetrical Variation,A01,0+1
1837,1839,1-0,Time forfeit,French Defense #2,C00,0+1
1521,1602,1-0,Normal,"King's Gambit Accepted, Becker Defense",C34,300+0
1672,2046,0-1,Normal,Queen's Gambit Declined,D30,60+0
1396,1443,0-1,Normal,Queen's Gambit Declined: Tartakower Defense,D58,360+3
2032,1684,1-0,Normal,French Defense: Knight Variation,C00,0+1
1885,1596,1-0,Normal,Sicilian Defense: Wing Gambit,B20,180+0
1767,1769,0-1,Normal,English Opening,A10,0+1
1784,2002,0-1,Time forfeit,English Defense,A40,420+0
1828,1857,0-1,Normal,Sicilian Defense,B20,0+1
2075,1857,1-0,Normal,French Defense: Exchange Variation,C01,60+0
2222,1815,1-0,Normal,"Italian Game: Evans Gambit, Main Line",C52,180+0
1493,1613,0-1,Time forfeit,Scandinavian Defense: Main Line,B01,300+5
1756,1779,1-0,Normal,English Opening: Great Snake Variation,A10,0+1
1605,1681,0-1,Normal,Hungarian Opening,A00,0+1
2049,1670,1-0,Time forfeit,Caro-Kann Defense,B10,60+0
1671,1715,1-0,Normal,"French Defense: Advance Variation, Paulsen Attack",C02,300+3
1534,1723,0-1,Normal,"King's Gambit Declined: Classical, Soldatenkov Variation",C30,300+0
1852,2080,1-0,Normal,English Defense #2,A40,60+0
1806,1740,1-0,Normal,Modern Defense,A40,120+2
1263,1446,0-1,Time forfeit,King's Pawn Game: Wayward Queen Attack,C20,720+8
1690,1596,0-1,Time forfeit,Owen Defense,B00,0+1
1609,1494,0-1,Normal,"French Defense: Tarrasch Variation, Open System, Suechting Line",C07,180+1
1667,2052,1-0,Time forfeit,Dutch Defense: Normal Variation,A84,60+0
1596,1690,0-1,Normal,Hungarian Opening,A00,0+1
1874,1819,0-1,Normal,Pirc Defense #4,B07,0+1
1695,1869,0-1,Time forfeit,French Defense: Knight Variation,C00,60+0
1456,1604,0-1,Time forfeit,Caro-Kann Defense,B10,240+1
1500,1483,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,180+0
1699,1610,0-1,Normal,Owen Defense,B00,0+1
1745,1387,1-0,Normal,"Sicilian Defense: Najdorf Variation, Adams Attack",B90,240+4
1831,1853,1-0,Normal,Caro-Kann Defense,B10,0+1
1701,1682,0-1,Normal,Caro-Kann Defense: Two Knights Attack,B10,300+3
1610,1699,1-0,Time forfeit,Hungarian Opening,A00,0+1
2027,1690,1-0,Normal,Caro-Kann Defense: Bronstein-Larsen Variation,B16,60+0
1677,1768,0-1,Normal,Old Benoni Defense,A43,60+0
1517,1372,1-0,Normal,Philidor Defense,C41,480+0
1684,1623,1-0,Normal,Owen Defense,B00,0+1
1687,2031,0-1,Time forfeit,Dutch Defense: Normal Variation,A84,60+0
1614,1694,1-0,Time forfeit,Hungarian Opening,A00,0+1
1834,1874,1-0,Time forfeit,French Defense: Steinitz Attack,C00,60+0
1731,1816,0-1,Normal,Philidor Defense: Exchange Variation,C41,120+2
1340,1453,0-1,Time forfeit,Ruy Lopez: Exchange Variation,C68,240+0
1680,1628,0-1,Time forfeit,Owen Defense,B00,0+1
1768,1777,1-0,Time forfeit,Hungarian Opening: Sicilian Invitation,A00,0+1
1667,1621,0-1,Time forfeit,English Defense #2,A40,180+0
1524,1579,0-1,Time forfeit,Philidor Defense: Exchange Variation #2,C41,480+0
2034,1683,1-0,Time forfeit,Alekhine Defense: Brooklyn Variation,B02,60+0
1396,1364,1-0,Normal,Hungarian Opening,A00,300+8
1747,1779,0-1,Time forfeit,"Sicilian Defense: Najdorf Variation, Adams Attack",B90,240+4
1718,1716,0-1,Normal,Dutch Defense,A80,420+16
1726,1569,0-1,Time forfeit,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",A43,900+8
1223,1667,0-1,Normal,Pirc Defense #5,B07,0+2
1779,1765,1-0,Time forfeit,Hungarian Opening: Sicilian Invitation,A00,0+1
1721,1689,0-1,Normal,Horwitz Defense,A40,240+0
1863,1688,1-0,Time forfeit,Queen's Gambit Declined: Vienna Variation,D44,60+0
1669,1219,1-0,Time forfeit,King's Knight Opening: Normal Variation,C44,0+2
1680,2037,0-1,Normal,Semi-Slav Defense,D43,60+0
1647,1634,1-0,Time forfeit,Philidor Defense #3,C41,300+8
1155,1291,1-0,Time forfeit,King's Pawn Game: Leonardis Variation,C20,300+8
1723,2007,0-1,Normal,French Defense: Steinitz Attack,C00,420+0
2041,1677,1-0,Normal,Caro-Kann Defense,B15,60+0
1826,1348,1-0,Time forfeit,Queen's Pawn Game #2,D00,120+2
1789,1853,0-1,Time forfeit,Nimzo-Larsen Attack,A01,0+1
1586,1433,1-0,Normal,French Defense: Exchange Variation,C01,600+0
1534,1476,1-0,Normal,Queen's Pawn Game: Chigorin Variation,D01,180+0
1813,1889,0-1,Normal,Nimzowitsch Defense: Kennedy Variation,B00,180+0
1674,2044,0-1,Time forfeit,"Gruenfeld Defense: Three Knights Variation, Burille Variation",D94,60+0
1783,1631,1-0,Normal,English Defense #2,A40,300+0
1640,1670,1-0,Time forfeit,Grob Opening,A00,0+1
1872,1793,1-0,Normal,Sicilian Defense: Loewenthal Variation,B32,600+1
1780,1867,0-1,Normal,Hungarian Opening: Slav Formation,A00,0+1
2047,1671,1-0,Time forfeit,Caro-Kann Defense: Two Knights Attack,B10,60+0
1452,1256,1-0,Time forfeit,Queen's Pawn Game #2,D00,720+8
1687,1609,0-1,Normal,Italian Game: Hungarian Defense,C50,480+0
1506,1533,1-0,Normal,Queen's Gambit Accepted: Winawer Defense,D25,1800+0
1386,1702,0-1,Normal,"Ruy Lopez: Closed Variations, Pilnik Variation",C90,360+3
1651,1658,1-0,Time forfeit,Grob Opening,A00,0+1
1879,2050,0-1,Normal,Pirc Defense #4,B07,0+1
1737,1498,1-0,Normal,Russian Game: Stafford Gambit,C42,240+4
2035,1868,1-0,Normal,French Defense: Knight Variation,C00,0+1
1568,1647,1-0,Normal,Horwitz Defense,A40,660+11
1662,1646,0-1,Normal,Hungarian Opening,A00,0+1
1862,2042,0-1,Normal,Old Indian: Czech Variation,A53,0+1
2058,1871,1-0,Time forfeit,Van't Kruijs Opening,A00,0+1
1288,1354,1-0,Normal,Queen's Pawn Game #2,D00,300+8
1898,1881,1-0,Normal,Owen Defense,B00,180+0
1668,1857,0-1,Time forfeit,Queen's Gambit Declined,D30,60+0
1791,1649,1-0,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+0
1598,1643,1-0,Normal,Owen Defense,B00,600+0
1582,1595,1-0,Normal,Queen's Gambit Declined,D30,660+11
1500,1338,1-0,Normal,Three Knights Opening,C46,900+8
2048,2065,0-1,Time forfeit,King's Pawn Game: Maroczy Defense,B07,0+1
1709,1804,0-1,Time forfeit,Indian Game,A45,240+0
1651,1658,1-0,Time forfeit,Hungarian Opening,A00,0+1
1493,1451,1-0,Normal,Modern Defense,B06,300+5
1505,1623,0-1,Normal,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,900+15
1515,1770,1-0,Normal,Sicilian Defense: Old Sicilian,B30,480+0
2078,2037,1-0,Time forfeit,Modern Defense,A40,0+1
1862,1661,1-0,Time forfeit,Slav Defense: Exchange Variation,D10,60+0
1662,1646,0-1,Normal,Hungarian Opening,A00,0+1
1776,1961,1-0,Time forfeit,Philidor Defense #2,C41,900+0
1442,1237,1-0,Normal,Van't Kruijs Opening,A00,420+0
2026,2090,0-1,Time forfeit,"Sicilian Defense: Modern Variations, Tartakower",B53,0+1
1642,1798,1/2-1/2,Normal,French Defense: King's Indian Attack,C00,300+0
1655,1868,0-1,Time forfeit,Queen's Gambit Declined,D30,60+0
1916,1361,1-0,Normal,Queen's Pawn,A41,180+1
1658,1651,0-1,Time forfeit,Owen Defense,B00,0+1
2101,2016,0-1,Normal,Modern Defense,B06,0+1
1754,1772,1-0,Time forfeit,English Opening,A10,0+1
1873,1648,1-0,Time forfeit,Van't Kruijs Opening,A00,60+0
1448,1414,0-1,Normal,English Opening: King's English Variation,A20,300+3
1662,1647,1-0,Time forfeit,Hungarian Opening,A00,0+1
1608,1493,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,180+0
1844,1789,1-0,Time forfeit,Queen's Gambit Declined,D30,240+0
1533,1344,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,480+0
1744,1738,0-1,Normal,French Defense: Advance Variation,C02,300+7
1766,1682,1-0,Normal,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",A16,60+1
1701,1737,1-0,Time forfeit,Queen's Pawn Game,D00,240+0
1807,1637,0-1,Time forfeit,Italian Game: Schilling-Kostic Gambit,C50,180+0
1672,1636,1-0,Time forfeit,Hungarian Opening,A00,0+1
1610,1367,1-0,Normal,Ruy Lopez: Berlin Defense #2,C65,480+5
1742,1694,1-0,Normal,Caro-Kann Defense,B10,240+4
1530,1299,1-0,Normal,"King's Gambit Declined, Queen's Knight Defense",C30,240+3
1448,1346,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+2
1761,1642,0-1,Normal,Hungarian Opening,A00,0+1
2031,1626,1-0,Time forfeit,"Pirc Defense: Classical Variation, Quiet System, Czech Defense",B08,0+1
1739,1734,0-1,Normal,Queen's Gambit Refused: Albin Countergambit,D08,480+2
1300,1458,0-1,Normal,Queen's Pawn Game,D00,720+8
1712,1759,0-1,Time forfeit,Queen's Pawn Game: Mason Attack,D00,900+8
1653,1789,1-0,Time forfeit,French Defense: Knight Variation,C00,180+0
1771,1793,0-1,Normal,French Defense: Advance Variation #4,C02,300+0
1725,1713,1-0,Normal,Queen's Pawn Game: Zukertort Variation,D02,240+0
2033,1624,0-1,Time forfeit,Caro-Kann Defense,B10,0+1
1389,1340,0-1,Normal,Bishop's Opening,C23,540+20
1667,1660,1-0,Normal,Slav Defense,D10,60+0
1757,1290,1-0,Normal,Queen's Pawn Game,D00,300+2
2011,1877,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,0+1
1447,1694,0-1,Normal,Van't Kruijs Opening,A00,420+0
1539,1486,1-0,Time forfeit,Modern Defense,B06,480+0
1763,1796,1-0,Normal,Ruy Lopez: Cozio Defense,C60,300+0
1631,1619,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,600+0
1563,1496,1-0,Normal,Vienna Game: Stanley Variation,C26,600+0
1647,1680,0-1,Normal,French Defense: King's Indian Attack,C00,60+0
1706,1613,0-1,Normal,Indian Game,A45,420+16
1870,2019,0-1,Normal,Modern Defense: Geller's System,B06,0+1
1759,1780,0-1,Normal,Queen's Pawn Game,D00,300+2
1505,1489,0-1,Time forfeit,Indian Game,A45,720+4
1804,1751,1-0,Normal,Queen's Pawn Game #2,D00,300+0
1611,1535,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,240+1
1645,1636,0-1,Time forfeit,Pirc Defense #4,B07,0+2
1703,1736,0-1,Time forfeit,Queen's Pawn Game,D00,240+0
1773,1668,1-0,Time forfeit,Italian Game: Schilling-Kostic Gambit,C50,180+0
1757,1715,1-0,Normal,King's Pawn Game: McConnell Defense,C40,300+7
1426,1436,0-1,Time forfeit,Bishop's Opening,C23,300+1
2026,1864,0-1,Time forfeit,French Defense: Exchange Variation,C01,0+1
1532,1290,1-0,Normal,Nimzowitsch Defense,B00,300+8
1601,1350,1-0,Normal,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",B00,600+0
1691,2105,1-0,Normal,Slav Defense,D10,60+0
1879,2009,0-1,Normal,Pirc Defense #4,B07,0+1
1633,1215,1-0,Normal,King's Pawn Game: Leonardis Variation,C20,0+2
2009,1879,1/2-1/2,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,0+1
1457,1503,0-1,Time forfeit,Bishop's Opening,C23,300+2
1527,1187,1-0,Normal,King's Pawn Game: Busch-Gass Gambit,C40,180+5
1479,1449,1-0,Normal,Owen Defense,B00,60+12
1613,1728,0-1,Normal,Dutch Defense: Normal Variation,A84,180+10
1658,1559,1-0,Normal,Bishop's Opening: Urusov Gambit,C24,300+2
1556,1699,0-1,Normal,Three Knights Opening,C46,300+0
1733,1814,0-1,Time forfeit,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,300+0
1518,1375,1-0,Time forfeit,Nimzowitsch Defense: Pseudo-Spanish Variation,B00,120+0
1443,1438,1-0,Normal,Van't Kruijs Opening,A00,420+0
1551,1666,0-1,Normal,Ruy Lopez: Steinitz Defense,C62,300+2
1649,2082,0-1,Time forfeit,Queen's Gambit Declined: Vienna Variation,D44,60+0
1883,2005,0-1,Normal,"King's Indian Defense: Fianchetto Variation, Debrecen Defense",E67,0+1
1500,1666,0-1,Normal,Hungarian Opening: Indian Defense,A00,540+7
2084,1647,1-0,Normal,Slav Defense: Modern Line,D11,60+0
2013,1876,1-0,Normal,French Defense: Knight Variation,C00,0+1
1530,1467,0-1,Time forfeit,Philidor Defense #3,C41,0+8
1608,1345,1-0,Normal,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,600+0
1751,1790,0-1,Time forfeit,"Sicilian Defense: Scheveningen Variation, English Attack #2",B80,240+4
1645,2086,0-1,Normal,Slav Defense: Exchange Variation,D13,60+0
1691,1772,0-1,Time forfeit,Bishop's Opening: Berlin Defense,C24,300+7
1361,1824,0-1,Normal,French Defense: Advance Variation,C02,300+0
1454,1427,1-0,Time forfeit,Van't Kruijs Opening,A00,420+0
1635,1750,1-0,Time forfeit,King's Pawn Game: Tayler Opening,C44,120+0
1488,1336,0-1,Time forfeit,Petrov's Defense #2,C42,60+12
1857,1706,1-0,Time forfeit,Slav Defense,D10,240+0
1642,1715,0-1,Time forfeit,Horwitz Defense,A40,60+0
1481,1517,1-0,Normal,King's Pawn Game: Napoleon Attack,C20,0+8
1342,1274,1-0,Time forfeit,King's Pawn Game: Damiano Defense,C40,1200+10
1518,1547,0-1,Normal,Indian Game: Spielmann-Indian,A46,1800+0
1615,1614,1-0,Normal,Scotch Game,C45,600+0
1828,1945,0-1,Normal,Semi-Slav Defense: Accelerated Move Order,D31,600+0
1725,1632,0-1,Normal,Slav Defense: Exchange Variation,D10,60+0
1735,1650,1-0,Time forfeit,Robatsch (Modern) Defense,B06,120+0
1603,1632,1-0,Normal,Russian Game: Three Knights Game,C42,600+0
1648,2135,0-1,Normal,Old Benoni Defense,A43,60+0
1476,1476,1-0,Normal,Slav Defense #2,D10,300+0
1697,1747,0-1,Time forfeit,Owen Defense,B00,0+1
2020,1869,1-0,Normal,French Defense: Exchange Variation,C01,0+1
1727,1357,1-0,Time forfeit,Danish Gambit Accepted,C21,300+0
1388,1350,1-0,Time forfeit,Philidor Defense,C41,300+0
2135,1648,1-0,Normal,Slav Defense: Modern Line,D11,60+0
1473,1353,1-0,Normal,Ruy Lopez: Bird Variation,C61,60+12
1741,1624,1-0,Normal,Owen Defense,B00,240+4
1486,1825,0-1,Normal,French Defense: Schlechter Variation,C00,300+0
1353,1500,0-1,Normal,Queen's Pawn Game #2,D00,720+15
1756,1862,1-0,Normal,Hungarian Opening: Catalan Formation,A00,0+1
1540,1500,0-1,Normal,Indian Game: Wade-Tartakower Defense,A46,180+0
1647,2136,0-1,Normal,Benoni Defense: Benoni-Indian Defense,A43,60+0
1880,1699,0-1,Time forfeit,King's Knight Opening: Normal Variation,C44,240+0
1848,1770,1-0,Time forfeit,Owen Defense,B00,0+1
2138,1645,1-0,Normal,Slav Defense: Modern,D11,60+0
1728,1606,1-0,Normal,Queen's Gambit Accepted: Saduleto Variation,D20,480+2
1857,1762,1-0,Time forfeit,Owen Defense,B00,0+1
1488,1573,0-1,Normal,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,1200+15
1866,1800,1-0,Time forfeit,Queen's Gambit Declined,D30,240+0
1828,1483,1-0,Time forfeit,Torre Attack,A46,300+0
1643,2140,0-1,Normal,Benoni Defense: Benoni Gambit Accepted,A43,60+0
1549,1640,1-0,Time forfeit,French Defense: Knight Variation,C00,480+0
1906,1744,1-0,Normal,Three Knights Opening,C46,120+0
1917,1908,0-1,Normal,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,240+0
2141,1642,1-0,Normal,English Defense #2,A40,60+0
1754,1865,1-0,Normal,Hungarian Opening: Catalan Formation,A00,0+1
1505,1493,0-1,Normal,Ruy Lopez: Nuernberg Variation,C60,0+8
1792,1702,1-0,Time forfeit,Philidor Defense #2,C41,900+0
1696,1531,1-0,Normal,King's Indian Attack: Sicilian Variation #2,A08,180+0
1934,1559,0-1,Normal,Englund Gambit Complex Declined,A40,180+0
1640,2143,0-1,Normal,Old Benoni Defense,A43,60+0
1447,1350,1-0,Normal,Ruy Lopez: Steinitz Defense,C62,300+2
1851,1768,1-0,Normal,English Defense #2,A40,0+1
1863,1646,1-0,Normal,Philidor Defense #2,C41,300+0
1465,1532,1-0,Time forfeit,Van't Kruijs Opening,A00,420+0
1738,1916,0-1,Time forfeit,"Sicilian Defense: French Variation, Open",B40,120+0
1579,1913,0-1,Normal,"French Defense: Exchange Variation, Monte Carlo Variation",C01,180+0
1758,1813,0-1,Time forfeit,Sicilian Defense: Open,B33,600+0
2144,1639,1-0,Time forfeit,Indian Game: Anti-Nimzo-Indian,E10,60+0
1735,1598,1-0,Normal,"Queen's Gambit Accepted: Central Variation, Greco Variation",D20,480+2
1396,1254,1-0,Normal,Philidor Defense #3,C41,300+0
1714,1747,1-0,Time forfeit,"Scotch Game: Classical Variation, Intermezzo Variation",C45,120+0
1859,1760,0-1,Normal,English Defense #2,A40,0+1
1435,1585,0-1,Normal,"Four Knights Game: Spanish Variation, Classical Variation",C48,720+0
1637,2146,0-1,Normal,Old Benoni Defense,A43,60+0
1872,1929,1-0,Normal,Alekhine Defense: Scandinavian Variation,B02,180+0
1857,1746,0-1,Time forfeit,Philidor Defense: Exchange Variation,C41,300+0
1641,1868,1-0,Time forfeit,Modern Defense,B06,300+0
1455,1617,1-0,Normal,Owen Defense,B00,300+2
1845,1773,0-1,Normal,Modern Defense,A41,0+1
1399,1500,1/2-1/2,Normal,Alekhine Defense: Mokele Mbembe,B02,300+0
1879,1715,1-0,Time forfeit,Slav Defense: Quiet Variation,D11,240+0
1622,1535,1-0,Time forfeit,"English Opening: King's English Variation, Two Knights Variation",A22,120+0
2148,1636,1-0,Normal,Catalan Opening,E01,60+0
1210,1468,1-0,Normal,Bishop's Opening,C23,120+0
1831,1791,1-0,Normal,Colle System: Traditional Colle,D05,300+0
1832,1786,0-1,Normal,Owen Defense,B00,0+1
1641,1732,0-1,Time forfeit,King's Knight Opening: Normal Variation,C44,120+0
1559,1783,1-0,Normal,"Sicilian Defense: Closed Variation, Traditional",B25,1800+0
1634,2149,0-1,Normal,"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",B41,60+0
1500,1411,1-0,Normal,Ruy Lopez: Berlin Defense,C65,120+0
1590,1534,1-0,Normal,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,1200+15
1916,1576,1-0,Normal,Benoni Defense: Old Benoni,A43,180+0
1746,1440,1-0,Normal,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,420+3
2148,1658,1-0,Normal,Philidor Defense: Hanham Variation,C41,300+0
2151,1633,1-0,Normal,Queen's Gambit Refused: Marshall Defense,D06,60+0
1850,1654,1-0,Normal,Sicilian Defense,B20,180+1
1749,1898,1-0,Normal,French Defense: Exchange Variation,C01,240+4
1252,1637,1-0,Normal,Rat Defense: Antal Defense,B07,120+0
1820,1798,1-0,Normal,English Defense #2,A40,0+1
1563,1626,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,480+0
1494,1330,1-0,Normal,Ruy Lopez: Steinitz Defense,C62,180+5
1821,1740,0-1,Time forfeit,King's Pawn Game,C20,60+0
1884,1919,1-0,Time forfeit,Four Knights Game: Scotch Variation Accepted,C47,180+0
1526,1288,1-0,Normal,"Queen's Gambit Accepted: Central Variation, Greco Variation",D20,120+0
1391,1639,0-1,Normal,Sicilian Defense: Old Sicilian,B30,120+0
1887,1906,0-1,Normal,Gruenfeld Defense,D80,240+0
1856,1657,1-0,Normal,Philidor Defense #2,C41,300+0
1471,1380,1-0,Normal,Philidor Defense #2,C41,300+2
2152,1631,1-0,Normal,Slav Defense: Modern,D11,60+0
1463,1594,1-0,Normal,"English Opening: King's English Variation, Reversed Closed Sicilian",A25,60+21
1403,1601,0-1,Time forfeit,Owen Defense,B00,300+0
1788,1830,0-1,Time forfeit,Hungarian Opening: Catalan Formation,A00,0+1
1415,1363,0-1,Time forfeit,Sicilian Defense: Bowdler Attack,B20,180+1
1376,1842,0-1,Normal,Queen's Pawn Game: Symmetrical Variation,D02,300+0
1845,1925,0-1,Time forfeit,Sicilian Defense: Gaw-Paw Variation,B40,120+0
2027,1840,0-1,Time forfeit,French Defense: Knight Variation,C00,0+1
1808,1753,0-1,Time forfeit,King's Pawn Game,C20,60+0
1922,2200,0-1,Normal,Sicilian Defense: Old Sicilian,B30,180+1
1855,2010,0-1,Normal,Modern Defense,B06,0+1
1413,1500,1-0,Time forfeit,Bishop's Opening,C23,240+1
1436,1750,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,420+3
2154,1629,1-0,Time forfeit,Slav Indian,A50,60+0
1795,1547,1-0,Time forfeit,Sicilian Defense: Lasker-Dunne Attack,B20,60+0
1500,1360,1-0,Normal,Pirc Defense #4,B07,180+5
1582,1508,1-0,Normal,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",B00,1800+0
1613,1765,0-1,Normal,Hungarian Opening,A00,120+0
1840,1500,1-0,Normal,Elephant Gambit,C40,300+0
2058,2077,0-1,Normal,Sicilian Defense: Lasker-Dunne Attack,B20,600+0
2085,1633,1-0,Time forfeit,Van't Kruijs Opening,A00,0+2
1651,1709,1-0,Normal,King's Pawn Game: Leonardis Variation,C20,300+0
1939,1836,0-1,Time forfeit,Sicilian Defense: Open #3,B32,120+0
1328,992,1-0,Normal,Zukertort Opening: Vos Gambit,A04,540+2
1402,1315,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+0
1811,1505,0-1,Normal,Hungarian Opening,A00,300+0
1799,1542,0-1,Normal,Sicilian Defense: Lasker-Dunne Attack,B20,60+0
1624,1515,0-1,Normal,Scotch Game,C44,300+21
1477,1591,1-0,Normal,Scandinavian Defense,B01,420+7
2017,1628,1-0,Normal,Caro-Kann Defense: Exchange Variation,B13,0+1
1372,1480,0-1,Normal,King's Pawn Game: Leonardis Variation,C20,300+2
2204,1902,0-1,Normal,"Sicilian Defense: Scheveningen Variation, Modern Variation",B83,180+1
